MatchDate,HomeTeam,AwayTeam,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Referee,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,Home,Draw,Away
06/11/2011,Fulham,Tottenham,1,3,A,0,2,A,P Walton,26,8,20,8,5,9,11,1,0,1,0,0,3.25,3.3,2.25,3.25,3.4,2.25,3.1,3.25,2.25,2.75,3.2,2.35,3.25,3.3,2.2,3.2,3.3,2.2,3.133333333,3.291666667,2.25
06/11/2011,Wolves,Wigan,3,1,H,1,1,D,L Probert,13,13,12,7,11,13,5,6,2,1,0,0,1.91,3.3,4.33,1.91,3.4,4,1.9,3.3,4,1.8,3.4,4,1.83,3.4,4.5,1.85,3.4,4.2,1.866666667,3.366666667,4.171666667
19/11/2011,Everton,Wolves,2,1,H,1,1,D,J Moss,13,4,9,1,14,13,9,1,1,2,0,0,1.57,3.75,6.5,1.6,3.6,5.85,1.6,3.6,5.75,1.65,3.5,4.6,1.57,3.6,6.5,1.533,3.75,6.5,1.587166667,3.633333333,5.95
19/11/2011,Man City,Newcastle,3,1,H,2,0,H,C Foy,12,10,9,7,10,7,4,5,0,0,0,0,1.3,5.5,10,1.3,5,9.5,1.3,5,9,1.33,4.6,7.8,1.3,5.5,9,1.3,5,9.5,1.305,5.1,9.133333333
19/11/2011,Norwich,Arsenal,1,2,A,1,1,D,P Dowd,7,20,4,14,11,9,1,6,3,0,0,0,5.5,3.6,1.67,5,3.8,1.7,4.75,3.6,1.7,4.3,3.4,1.75,5.5,3.5,1.67,5,3.75,1.65,5.008333333,3.608333333,1.69
19/11/2011,Stoke,QPR,2,3,A,1,2,A,M Jones,17,9,7,8,17,10,9,5,4,2,0,0,1.83,3.5,4.5,1.75,3.45,4.75,1.8,3.3,4.5,1.75,3.4,4.3,1.8,3.5,4.5,1.75,3.6,4.5,1.78,3.458333333,4.508333333
19/11/2011,Sunderland,Fulham,0,0,D,0,0,D,A Taylor,13,13,8,9,8,12,6,7,1,1,0,0,2.3,3.25,3.2,2.35,3.1,3.1,2.3,3.25,3,2.2,3.2,3,2.3,3.25,3.1,2.3,3.2,3.1,2.291666667,3.208333333,3.083333333
19/11/2011,Swansea,Man United,0,1,A,0,1,A,M Dean,9,13,6,7,6,9,6,2,0,1,0,0,6.5,4.2,1.5,6.25,4.2,1.53,6,4,1.5,6.5,3.9,1.45,6.5,4,1.5,7,4.2,1.45,6.458333333,4.083333333,1.488333333
19/11/2011,West Brom,Bolton,2,1,H,1,1,D,N Swarbrick,16,8,9,6,12,12,7,5,1,0,0,0,2,3.4,3.8,1.95,3.35,3.85,1.95,3.4,3.75,2,3.3,3.3,2,3.3,3.75,1.95,3.4,3.75,1.975,3.358333333,3.7
19/11/2011,Wigan,Blackburn,3,3,D,2,1,H,A Marriner,21,6,11,2,14,13,7,3,2,3,0,1,2.5,3.25,2.88,2.5,3.25,2.75,2.4,3.25,2.85,2.4,3.2,2.7,2.5,3.3,2.8,2.45,3.25,2.8,2.458333333,3.25,2.796666667
20/11/2011,Chelsea,Liverpool,1,2,A,0,1,A,L Probert,18,9,5,3,13,11,6,5,3,2,0,0,1.83,3.5,4.5,1.75,3.6,4.5,1.8,3.3,4.5,1.75,3.4,4.3,1.83,3.4,4.5,1.8,3.5,4.333,1.793333333,3.45,4.438833333
21/11/2011,Tottenham,Aston Villa,2,0,H,2,0,H,M Halsey,20,5,9,1,4,5,11,3,0,2,0,0,1.57,4,6,1.5,4.33,6.5,1.55,3.75,6,1.55,3.7,5.4,1.5,4.2,6.5,1.533,4,6,1.533833333,3.996666667,6.066666667
26/11/2011,Arsenal,Fulham,1,1,D,0,0,D,M Dean,20,10,12,6,9,7,13,4,1,3,0,0,1.44,4.2,8,1.4,4.3,8,1.45,4,7.5,1.4,4.1,7,1.44,4.33,7,1.4,4.333,8,1.421666667,4.2105,7.583333333
26/11/2011,Bolton,Everton,0,2,A,0,0,D,M Oliver,8,17,7,14,9,10,2,4,1,1,1,0,3.1,3.25,2.38,3,3.2,2.35,2.9,3.25,2.35,2.7,3.2,2.4,2.88,3.4,2.38,3,3.3,2.3,2.93,3.266666667,2.36
26/11/2011,Chelsea,Wolves,3,0,H,3,0,H,L Mason,17,7,11,2,10,10,9,2,1,2,0,0,1.22,6,15,1.22,6,11.5,1.2,6,13,1.22,5.3,11,1.2,6.5,13,1.222,5.6,13,1.213666667,5.9,12.75
26/11/2011,Man United,Newcastle,1,1,D,0,0,D,M Jones,23,8,13,6,12,15,11,3,1,4,0,1,1.4,4.5,8.5,1.37,4.6,8.25,1.35,4.5,8.5,1.33,4.6,7.8,1.33,5,9,1.333,4.75,9,1.352166667,4.658333333,8.508333333
26/11/2011,Norwich,QPR,2,1,H,1,0,H,M Clattenburg,15,13,8,4,15,7,6,4,1,0,0,0,2.1,3.4,3.5,2.2,3.3,3.2,2.2,3.25,3.2,2.1,3.3,3.1,2.25,3.5,3,2.2,3.3,3.2,2.175,3.341666667,3.2
26/11/2011,Stoke,Blackburn,3,1,H,1,0,H,M Halsey,8,16,5,12,10,5,2,6,0,0,0,0,1.83,3.5,4.5,1.8,3.5,4.75,1.8,3.4,4.5,1.85,3.4,3.8,1.8,3.5,4.5,1.75,3.5,4.6,1.805,3.466666667,4.441666667
26/11/2011,Sunderland,Wigan,1,2,A,1,1,D,K Friend,17,7,11,4,12,13,3,2,3,1,0,0,1.67,3.6,5.5,1.62,3.65,5.5,1.7,3.5,5,1.7,3.5,4.4,1.73,3.5,5,1.65,3.6,5.25,1.678333333,3.558333333,5.108333333
26/11/2011,West Brom,Tottenham,1,3,A,1,1,D,L Probert,9,23,5,14,11,13,1,10,2,1,0,0,4,3.6,1.91,4,3.4,1.9,3.75,3.5,1.9,3.3,3.3,2,4,3.4,1.91,4,3.6,1.85,3.841666667,3.466666667,1.911666667
27/11/2011,Liverpool,Man City,1,1,D,1,1,D,M Atkinson,17,7,9,3,11,13,8,5,1,4,0,1,2.75,3.2,2.63,2.9,3.2,2.4,2.75,3.2,2.5,2.7,3.2,2.4,2.88,3.3,2.4,2.85,3.3,2.4,2.805,3.233333333,2.455
27/11/2011,Swansea,Aston Villa,0,0,D,0,0,D,N Swarbrick,6,9,2,4,9,17,4,6,3,4,0,0,2.2,3.25,3.4,2.2,3.3,3.4,2.2,3.3,3.1,2.25,3.2,2.9,2.25,3.5,3,2.2,3.3,3.2,2.216666667,3.308333333,3.166666667
03/12/2011,Aston Villa,Man United,0,1,A,0,1,A,L Probert,7,11,3,5,4,11,5,5,0,0,0,0,5,3.6,1.73,5,3.5,1.7,5,3.5,1.7,4.3,3.4,1.75,5,3.75,1.67,5.25,3.6,1.65,4.925,3.558333333,1.7
03/12/2011,Blackburn,Swansea,4,2,H,2,1,H,C Foy,14,10,9,5,12,13,3,4,1,1,0,1,2.1,3.4,3.5,2.15,3.3,3.3,2.1,3.25,3.4,2.1,3.3,3.1,2.2,3.4,3.2,2.1,3.3,3.4,2.125,3.325,3.316666667
03/12/2011,Man City,Norwich,5,1,H,1,0,H,H Webb,21,5,16,2,8,7,12,4,0,1,0,0,1.17,7,17,1.18,6.5,14,1.17,6.5,15,1.2,5.5,12,1.17,7,15,1.166,6.75,15,1.176,6.541666667,14.66666667
03/12/2011,Newcastle,Chelsea,0,3,A,0,1,A,M Dean,16,21,9,13,7,6,6,5,2,3,0,0,3.5,3.4,2.1,3.6,3.4,2.1,3.75,3.25,2,3.3,3.2,2.05,3.75,3.4,2,3.6,3.4,2,3.583333333,3.341666667,2.041666667
03/12/2011,QPR,West Brom,1,1,D,1,0,H,M Atkinson,14,15,4,10,7,9,3,5,0,3,0,0,2.25,3.3,3.25,2.25,3.2,3.15,2.2,3.25,3.2,2.2,3.2,3,2.25,3.3,3.2,2.25,3.25,3.1,2.233333333,3.25,3.15
03/12/2011,Tottenham,Bolton,3,0,H,1,0,H,S Attwell,25,13,16,9,10,5,7,6,0,2,0,1,1.3,5,12,1.28,5.25,10,1.3,4.75,10,1.35,4.5,7.3,1.29,5.5,10,1.285,5,10.5,1.300833333,5,9.966666667
03/12/2011,Wigan,Arsenal,0,4,A,0,2,A,M Clattenburg,7,16,4,10,8,12,4,5,3,2,0,0,6,4,1.57,5.75,4.1,1.53,6,3.75,1.55,5.5,3.8,1.52,6,3.75,1.57,6.2,3.75,1.55,5.908333333,3.858333333,1.548333333
04/12/2011,Everton,Stoke,0,1,A,0,1,A,L Mason,11,7,4,4,14,13,10,6,0,1,0,0,1.67,3.6,5.5,1.7,3.4,5.25,1.7,3.5,5,1.65,3.5,4.6,1.73,3.5,5,1.7,3.5,5,1.691666667,3.5,5.058333333
04/12/2011,Wolves,Sunderland,2,1,H,0,0,D,P Dowd,15,18,10,12,10,12,8,3,2,3,0,0,2.4,3.3,3,2.4,3.2,3.1,2.3,3.25,3,2.1,3.3,3.1,2.3,3.4,3,2.4,3.2,2.9,2.316666667,3.275,3.016666667
05/12/2011,Fulham,Liverpool,1,0,H,0,0,D,K Friend,19,17,13,9,12,9,2,10,3,1,0,1,3.5,3.4,2.1,3.4,3.3,2.2,3.2,3.25,2.2,3.2,3.2,2.1,3.4,3.4,2.1,3.4,3.3,2.1,3.35,3.308333333,2.133333333
10/12/2011,Arsenal,Everton,1,0,H,0,0,D,H Webb,12,7,7,1,7,14,7,4,2,2,0,0,1.53,4,6.5,1.53,4,7,1.57,3.6,6,1.55,3.7,5.4,1.53,3.75,7,1.55,3.75,6.25,1.543333333,3.8,6.358333333
10/12/2011,Bolton,Aston Villa,1,2,A,0,2,A,P Dowd,17,17,12,11,10,7,6,10,1,2,0,0,2.5,3.3,2.88,2.5,3.15,2.8,2.5,3.2,2.75,2.4,3.2,2.7,2.6,3.4,2.6,2.5,3.3,2.7,2.5,3.258333333,2.738333333
10/12/2011,Liverpool,QPR,1,0,H,0,0,D,L Mason,21,6,15,2,12,5,17,5,2,0,0,0,1.33,5,10,1.3,4.75,11,1.33,4.75,9,1.33,4.6,7.8,1.33,4.5,11,1.3,5,9.5,1.32,4.766666667,9.716666667
10/12/2011,Man United,Wolves,4,1,H,2,0,H,M Oliver,22,11,18,8,7,8,8,2,1,0,0,0,1.22,6,15,1.22,5.75,13,1.22,6,12,1.22,5.4,12,1.22,6,13,1.2,6,15,1.216666667,5.858333333,13.33333333
10/12/2011,Norwich,Newcastle,4,2,H,1,1,D,M Atkinson,13,11,11,8,9,8,7,2,3,2,0,1,2.4,3.4,2.88,2.5,3.25,2.75,2.4,3.4,2.75,2.4,3.2,2.7,2.38,3.3,2.9,2.45,3.3,2.75,2.421666667,3.308333333,2.788333333
10/12/2011,Swansea,Fulham,2,0,H,0,0,D,J Moss,16,12,8,7,8,7,6,5,1,1,0,0,2.63,3.25,2.75,2.5,3.2,2.8,2.55,3.2,2.65,2.4,3.2,2.7,2.5,3.25,2.8,2.6,3.25,2.625,2.53,3.225,2.720833333
10/12/2011,West Brom,Wigan,1,2,A,1,1,D,M Dean,13,7,8,4,9,7,13,2,1,1,0,0,1.67,3.8,5.25,1.65,3.5,5.5,1.67,3.6,5,1.7,3.5,4.4,1.73,3.5,5,1.65,3.6,5.25,1.678333333,3.583333333,5.066666667
11/12/2011,Stoke,Tottenham,2,1,H,2,0,H,C Foy,10,15,7,12,8,7,7,12,2,2,0,1,3.75,3.5,2,3.8,3.5,2,3.75,3.25,2,3.3,3.3,2,3.4,3.4,2.1,3.6,3.4,2,3.6,3.391666667,2.016666667
11/12/2011,Sunderland,Blackburn,2,1,H,0,1,A,P Walton,22,3,12,2,11,7,9,0,2,2,0,0,1.83,3.5,4.5,1.83,3.5,4.6,1.9,3.3,4,1.95,3.3,3.6,1.91,3.4,4,1.85,3.4,4.2,1.878333333,3.4,4.15
12/12/2011,Chelsea,Man City,2,1,H,1,1,D,M Clattenburg,13,7,7,4,11,18,5,1,4,2,0,1,2.4,3.3,3,2.45,3.5,2.8,2.4,3.3,2.8,2.3,3.2,2.8,2.4,3.3,2.88,2.375,3.3,2.875,2.3875,3.316666667,2.859166667
17/12/2011,Blackburn,West Brom,1,2,A,0,0,D,M Clattenburg,17,13,14,6,7,10,3,7,1,1,0,0,2.38,3.3,3,2.3,3.4,3.1,2.3,3.25,3,2.1,3.3,3.1,2.25,3.3,3.1,2.35,3.3,2.9,2.28,3.308333333,3.033333333
17/12/2011,Everton,Norwich,1,1,D,0,1,A,L Probert,28,7,15,1,9,12,13,0,1,1,0,0,1.62,3.75,6,1.65,3.4,5.75,1.6,3.6,5.75,1.65,3.5,4.6,1.62,3.75,5.5,1.615,3.6,5.75,1.625833333,3.6,5.558333333
17/12/2011,Fulham,Bolton,2,0,H,2,0,H,C Foy,16,14,9,6,6,11,8,4,1,3,0,0,1.62,3.75,6,1.6,3.5,6.25,1.62,3.6,5.5,1.7,3.5,4.4,1.67,3.5,5.5,1.615,3.6,5.75,1.6375,3.575,5.566666667
17/12/2011,Newcastle,Swansea,0,0,D,0,0,D,L Mason,17,3,6,0,11,11,9,1,1,1,0,0,1.8,3.6,4.5,1.7,3.5,5,1.75,3.5,4.5,1.75,3.4,4.3,1.8,3.5,4.5,1.75,3.5,4.6,1.758333333,3.5,4.566666667
17/12/2011,Wigan,Chelsea,1,1,D,0,0,D,M Atkinson,15,10,7,5,8,6,7,5,0,0,0,0,9,4.75,1.36,8.25,4.75,1.35,9,4.5,1.35,7,4.1,1.4,8,4.5,1.4,9,4.5,1.35,8.375,4.516666667,1.368333333
17/12/2011,Wolves,Stoke,1,2,A,1,0,H,A Taylor,10,8,5,4,8,11,7,5,2,4,0,0,2.5,3.25,2.88,2.5,3.2,2.8,2.5,3.25,2.75,2.35,3.3,2.7,2.5,3.3,2.75,2.5,3.25,2.75,2.475,3.258333333,2.771666667
18/12/2011,Aston Villa,Liverpool,0,2,A,0,2,A,P Walton,16,19,8,12,5,14,4,10,1,2,0,0,4.2,3.4,1.91,4.1,3.4,1.95,3.75,3.4,1.95,3.4,3.2,2,4,3.3,1.95,3.75,3.4,1.95,3.866666667,3.35,1.951666667
18/12/2011,Man City,Arsenal,1,0,H,0,0,D,P Dowd,15,12,9,8,13,10,4,6,2,3,0,0,1.73,3.75,4.5,1.7,3.6,5.5,1.67,3.6,5,1.65,3.5,4.6,1.67,3.75,5,1.666,3.6,5.2,1.681,3.633333333,4.966666667
18/12/2011,QPR,Man United,0,2,A,0,1,A,H Webb,11,19,3,12,5,7,5,10,1,2,0,0,7.5,4.33,1.44,7.25,4.25,1.48,7.5,4,1.44,5.7,3.8,1.5,7,4,1.5,7,4.2,1.444,6.991666667,4.096666667,1.467333333
18/12/2011,Tottenham,Sunderland,1,0,H,0,0,D,M Dean,16,8,12,4,6,8,6,0,1,2,0,0,1.36,4.75,9,1.35,4.5,9,1.35,4.5,9,1.35,4.5,7.3,1.4,4.5,8,1.35,4.7,8.5,1.36,4.575,8.466666667
20/12/2011,Blackburn,Bolton,1,2,A,0,2,A,M Atkinson,17,8,7,5,10,7,5,9,3,0,0,0,2.1,3.4,3.5,2.1,3.3,3.7,2.1,3.25,3.4,2,3.3,3.3,2.1,3.3,3.5,2.1,3.4,3.3,2.083333333,3.325,3.45
20/12/2011,Wolves,Norwich,2,2,D,1,1,D,C Foy,18,18,9,14,5,11,4,6,2,2,0,0,2,3.5,3.75,2,3.4,3.6,2,3.3,3.6,2.1,3.3,3.1,2.1,3.4,3.4,2.05,3.4,3.45,2.041666667,3.383333333,3.483333333
21/12/2011,Aston Villa,Arsenal,1,2,A,0,1,A,J Moss,10,8,4,6,10,8,7,15,2,3,1,0,5,3.6,1.73,4.75,3.8,1.72,4.5,3.6,1.73,4.3,3.4,1.75,5,3.5,1.73,4.6,3.5,1.75,4.691666667,3.566666667,1.735
21/12/2011,Everton,Swansea,1,0,H,0,0,D,K Friend,13,4,6,4,8,13,9,2,1,2,0,0,1.57,3.75,6.5,1.57,3.8,5.75,1.6,3.5,6,1.6,3.6,5,1.62,3.6,6,1.55,3.75,6.5,1.585,3.666666667,5.958333333
21/12/2011,Fulham,Man United,0,5,A,0,3,A,M Halsey,13,14,8,12,7,8,3,10,1,0,0,0,5,3.6,1.73,5,3.75,1.7,5,3.5,1.7,4.6,3.4,1.67,5.5,3.5,1.67,5.2,3.7,1.65,5.05,3.575,1.686666667
21/12/2011,Man City,Stoke,3,0,H,2,0,H,M Dean,20,2,16,0,7,5,5,2,2,1,0,0,1.22,6,15,1.23,6,11,1.25,5.5,11,1.25,5,10,1.22,6,12,1.222,5.8,12,1.232,5.716666667,11.83333333
21/12/2011,Newcastle,West Brom,2,3,A,1,2,A,A Taylor,21,14,11,8,9,10,10,1,1,0,0,0,2,3.5,3.75,1.87,3.5,4,1.9,3.5,3.75,1.85,3.4,3.8,1.83,3.5,4.33,1.9,3.4,4,1.891666667,3.466666667,3.938333333
21/12/2011,QPR,Sunderland,2,3,A,0,1,A,A Marriner,17,17,9,13,10,11,8,11,2,2,0,0,2.5,3.3,2.88,2.4,3.25,2.9,2.35,3.3,2.9,2.2,3.2,3,2.25,3.4,3.1,2.35,3.3,2.9,2.341666667,3.291666667,2.946666667
21/12/2011,Wigan,Liverpool,0,0,D,0,0,D,M Oliver,15,18,10,10,16,12,7,14,1,2,0,0,7,4,1.5,6.5,4.1,1.53,7,3.75,1.5,5.4,3.6,1.57,7,3.75,1.5,7,3.8,1.5,6.65,3.833333333,1.516666667
22/12/2011,Tottenham,Chelsea,1,1,D,1,1,D,H Webb,16,20,10,10,14,8,7,4,2,2,0,0,2.6,3.4,2.7,2.6,3.4,2.7,2.5,3.2,2.75,2.55,3.2,2.55,2.5,3.5,2.62,2.5,3.3,2.7,2.541666667,3.333333333,2.67
26/12/2011,Bolton,Newcastle,0,2,A,0,0,D,P Walton,4,12,3,7,9,11,4,4,1,1,0,0,2.5,3.4,2.8,2.45,3.4,2.9,2.5,3.2,2.75,2.4,3.3,2.65,2.25,3.3,2.8,2.45,3.25,2.8,2.425,3.308333333,2.783333333
26/12/2011,Chelsea,Fulham,1,1,D,0,0,D,K Friend,24,9,15,6,10,12,9,3,1,1,0,0,1.3,5,12,1.28,5.25,10,1.3,4.75,10,1.32,4.8,8.3,1.29,4.6,9,1.3,5,10,1.298333333,4.9,9.883333333
26/12/2011,Liverpool,Blackburn,1,1,D,0,1,A,M Jones,28,5,13,2,5,15,9,2,1,0,0,0,1.25,5.5,13,1.23,5.75,12,1.25,5,13,1.3,4.8,8.5,1.3,4.5,10,1.25,5.25,12,1.263333333,5.133333333,11.41666667
26/12/2011,Man United,Wigan,5,0,H,2,0,H,P Dowd,17,9,9,5,12,10,10,2,2,1,0,1,1.14,7.5,21,1.14,7.5,17,1.17,6.5,15,1.15,6.2,14,1.17,6,12,1.142,7.5,17,1.152,6.866666667,16
26/12/2011,Stoke,Aston Villa,0,0,D,0,0,D,M Clattenburg,7,10,2,4,13,10,7,7,3,0,0,0,1.91,3.4,4.2,1.91,3.5,4.2,1.9,3.3,4,1.8,3.4,4,2,3.3,3.3,1.9,3.4,4,1.903333333,3.383333333,3.95
26/12/2011,Sunderland,Everton,1,1,D,1,0,H,H Webb,12,9,8,3,6,14,5,6,0,1,0,0,2.4,3.25,3,2.4,3.2,3.1,2.4,3.25,2.85,2.5,3.2,2.6,2.2,3.3,2.88,2.4,3.2,2.9,2.383333333,3.233333333,2.888333333
26/12/2011,West Brom,Man City,0,0,D,0,0,D,L Mason,7,18,3,9,8,8,5,9,0,1,0,0,7,4.5,1.44,7,4.6,1.45,7.5,4.33,1.4,6.5,3.9,1.45,7.5,3.6,1.44,7.5,4.5,1.4,7.166666667,4.238333333,1.43
27/12/2011,Arsenal,Wolves,1,1,D,1,1,D,S Attwell,23,6,17,4,3,12,13,3,2,3,0,1,1.22,6,15,1.2,6.5,12,1.22,5.75,12,1.2,5.5,12,1.22,5.5,10,1.222,5.75,13,1.213666667,5.833333333,12.33333333
27/12/2011,Norwich,Tottenham,0,2,A,0,0,D,M Oliver,8,19,4,8,7,6,3,10,1,1,0,0,4.5,3.6,1.8,4.33,3.75,1.75,4.25,3.5,1.8,4.3,3.4,1.75,4.33,3.6,1.8,4.333,3.5,1.8,4.3405,3.558333333,1.783333333
27/12/2011,Swansea,QPR,1,1,D,1,0,H,L Probert,7,12,4,7,9,12,5,11,1,3,0,0,2,3.4,3.8,2.05,3.25,3.6,2.05,3.3,3.5,2,3.3,3.3,2.1,3.3,3.5,2.05,3.25,3.6,2.041666667,3.3,3.55
30/12/2011,Liverpool,Newcastle,3,1,H,1,1,D,L Probert,15,5,7,2,7,11,7,0,0,2,0,0,1.53,4,6.5,1.57,4,6.25,1.57,3.6,6,1.6,3.6,5,1.57,3.8,6,1.533,3.75,6.5,1.562166667,3.791666667,6.041666667
31/12/2011,Arsenal,QPR,1,0,H,0,0,D,M Atkinson,16,6,7,3,11,13,12,4,2,2,0,0,1.25,5.5,13,1.25,5.25,12.5,1.28,5,10,1.25,5,10,1.25,6,11,1.25,5.5,11,1.255,5.375,11.25
31/12/2011,Bolton,Wolves,1,1,D,1,0,H,M Clattenburg,13,8,9,5,11,8,3,6,0,0,0,0,2.2,3.25,3.4,2.25,3.2,3.4,2.2,3.2,3.2,2.1,3.3,3.1,2.1,3.25,3.5,2.2,3.25,3.2,2.175,3.241666667,3.3
31/12/2011,Chelsea,Aston Villa,1,3,A,1,1,D,M Halsey,16,12,5,9,7,13,9,2,1,1,0,0,1.29,5,13,1.28,5,11.5,1.28,5,10,1.27,5,9,1.28,5,11,1.285,5,11,1.280833333,5,10.91666667
31/12/2011,Man United,Blackburn,2,3,A,0,1,A,M Dean,26,10,13,5,8,10,17,3,2,2,0,0,1.13,8,26,1.11,8,21,1.15,7,15,1.15,6.2,14,1.14,7.5,17,1.125,7.5,21,1.134166667,7.366666667,19
31/12/2011,Norwich,Fulham,1,1,D,0,1,A,H Webb,18,11,9,6,9,6,4,3,0,0,0,0,2.6,3.25,2.75,2.55,3.4,2.75,2.6,3.25,2.6,2.5,3.2,2.6,2.5,3.4,2.7,2.6,3.25,2.625,2.558333333,3.291666667,2.670833333
31/12/2011,Stoke,Wigan,2,2,D,0,1,A,M Oliver,12,10,3,6,14,5,8,5,2,3,0,1,1.67,3.6,5.5,1.65,3.5,5.5,1.67,3.6,5,1.75,3.4,4.3,1.66,3.75,5,1.666,3.6,5.2,1.677666667,3.575,5.083333333
31/12/2011,Swansea,Tottenham,1,1,D,0,1,A,P Dowd,14,12,8,7,8,4,10,5,1,2,0,0,5.5,3.6,1.67,5,3.8,1.7,4.75,3.6,1.7,4.4,3.5,1.7,5.5,3.5,1.66,5,3.7,1.666,5.025,3.616666667,1.682666667
01/01/2012,Sunderland,Man City,1,0,H,0,0,D,K Friend,8,25,5,11,7,6,1,10,1,1,0,0,6.5,4,1.53,6.5,4.1,1.53,6.5,3.75,1.53,5.7,3.8,1.5,6.5,3.75,1.53,7,4.2,1.45,6.45,3.933333333,1.511666667
01/01/2012,West Brom,Everton,0,1,A,0,0,D,S Attwell,10,13,2,8,10,8,2,7,0,2,0,0,2.6,3.25,2.75,2.65,3.25,2.75,2.6,3.25,2.6,2.4,3.3,2.65,2.4,3.4,2.8,2.6,3.2,2.65,2.541666667,3.275,2.7
02/01/2012,Aston Villa,Swansea,0,2,A,0,1,A,A Taylor,10,8,2,4,11,6,14,0,2,4,0,0,1.83,3.4,4.75,1.75,3.45,4.75,1.8,3.4,4.33,1.8,3.4,4,1.8,3.5,4.5,1.8,3.4,4.5,1.796666667,3.425,4.471666667
02/01/2012,Blackburn,Stoke,1,2,A,0,2,A,L Mason,14,8,7,3,8,7,8,3,2,1,0,0,2.5,3.25,2.88,2.45,3.3,2.8,2.4,3.3,2.8,2.55,3.1,2.55,2.37,3.25,3,2.4,3.3,2.85,2.445,3.25,2.813333333
02/01/2012,Fulham,Arsenal,2,1,H,0,1,A,L Probert,21,17,8,10,6,12,4,3,0,1,0,1,4,3.5,1.91,4.1,3.4,1.95,3.75,3.5,1.9,3.4,3.2,2,4.33,3.5,1.83,4,3.4,1.9,3.93,3.416666667,1.915
02/01/2012,QPR,Norwich,1,2,A,1,1,D,N Swarbrick,9,13,6,6,12,12,2,5,2,1,1,0,2.1,3.4,3.5,2.15,3.25,3.6,2.1,3.3,3.3,2.1,3.2,3.2,2.1,3.3,3.5,2.05,3.3,3.2,2.1,3.291666667,3.383333333
02/01/2012,Wolves,Chelsea,1,2,A,0,0,D,P Walton,9,15,5,10,9,10,0,5,3,2,0,0,6,4,1.57,6.25,3.75,1.55,5.5,4,1.55,5.4,3.6,1.57,6,3.6,1.6,6.5,4,1.5,5.941666667,3.825,1.556666667
03/01/2012,Man City,Liverpool,3,0,H,2,0,H,M Jones,10,18,8,10,13,7,5,6,1,2,1,0,1.91,3.4,4.2,1.91,3.5,4.2,1.9,3.3,4,1.8,3.4,4,1.85,3.3,4.5,1.833,3.4,4.333,1.867166667,3.383333333,4.2055
03/01/2012,Tottenham,West Brom,1,0,H,0,0,D,M Halsey,20,8,14,2,3,14,14,7,0,5,0,0,1.33,5,10,1.35,4.75,8.5,1.35,4.5,9,1.43,4,6.6,1.36,4.5,9,1.35,4.7,8.5,1.361666667,4.575,8.6
03/01/2012,Wigan,Sunderland,1,4,A,0,1,A,M Dean,20,10,10,9,9,6,9,6,1,0,0,0,2.63,3.25,2.75,2.65,3.1,2.7,2.6,3.2,2.6,2.5,3.2,2.6,2.6,3.25,2.7,2.625,3.2,2.625,2.600833333,3.2,2.6625
04/01/2012,Everton,Bolton,1,2,A,0,0,D,P Dowd,10,12,4,7,7,11,5,10,1,3,0,0,1.5,4,7,1.53,4.1,6.5,1.5,3.75,7,1.53,3.8,5.7,1.53,4,6.5,1.5,4,6.5,1.515,3.941666667,6.533333333
04/01/2012,Newcastle,Man United,3,0,H,1,0,H,H Webb,10,6,6,6,16,15,4,4,1,2,0,0,5,3.6,1.73,5,3.5,1.7,4.75,3.5,1.72,4.6,3.5,1.65,5,3.75,1.66,5.25,3.6,1.65,4.933333333,3.575,1.685
11/01/2012,Tottenham,Everton,2,0,H,1,0,H,M Atkinson,14,11,7,4,5,15,6,4,1,3,0,0,1.53,3.8,7,1.57,3.8,6.75,1.55,3.75,6,1.57,3.6,5.4,1.53,3.8,6.5,1.533,3.75,6.5,1.547166667,3.75,6.358333333
14/01/2012,Aston Villa,Everton,1,1,D,0,0,D,M Clattenburg,17,7,11,4,12,11,9,3,1,1,0,0,2.4,3.25,3,2.45,3.1,2.95,2.4,3.2,2.9,2.4,3.2,2.7,2.4,3.25,2.88,2.4,3.2,2.9,2.408333333,3.2,2.888333333
14/01/2012,Blackburn,Fulham,3,1,H,1,0,H,A Taylor,15,17,11,7,14,11,0,9,1,1,1,0,3,3.3,2.38,2.8,3.2,2.5,2.8,3.3,2.4,2.55,3.2,2.55,2.8,3.25,2.5,2.75,3.25,2.5,2.783333333,3.25,2.471666667
14/01/2012,Chelsea,Sunderland,1,0,H,1,0,H,P Dowd,21,9,10,4,9,9,8,2,3,1,0,0,1.4,4.5,8.5,1.4,4.6,7.25,1.4,4.5,7,1.35,4.5,7.3,1.4,4.5,8,1.363,4.5,8.5,1.3855,4.516666667,7.758333333
