MatchDate,HomeTeam,AwayTeam,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Referee,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,Home,Draw,Away
07/12/2003,Everton,Man City,0,0,D,0,0,D,J Winter,9,15,2,7,11,13,3,5,1,1,0,0,2.3,3.4,2.7,2.32,3.15,2.82,2.2,3.1,2.8,2.1,3.2,3,2.25,3.4,2.9,2.25,3.2,2.8,2.236666667,3.241666667,2.836666667
07/12/2003,Southampton,Charlton,3,2,H,2,0,H,P Walton,18,20,14,14,12,12,8,9,0,0,0,0,2.25,3.25,2.87,2.2,3.1,3.05,2.2,3.1,2.8,2.2,3.2,2.8,2.25,3.3,3,2.2,3.2,2.87,2.216666667,3.191666667,2.898333333
13/12/2003,Chelsea,Bolton,1,2,A,1,1,D,M Messias,9,4,5,2,13,11,8,3,2,2,0,0,1.286,4.5,10,1.3,4.5,10,1.3,4.2,8,1.286,4.333,9,1.25,4.75,9.5,1.3,4.33,8.5,1.287,4.4355,9.166666667
13/12/2003,Leicester,Birmingham,0,2,A,0,1,A,M Riley,8,9,5,4,19,16,6,7,2,2,2,0,2.25,3.25,2.875,2.3,3.2,2.85,2.2,3,2.9,2.2,3.2,2.8,2.25,3.25,2.75,2.25,3.2,2.8,2.241666667,3.183333333,2.829166667
13/12/2003,Liverpool,Southampton,1,2,A,0,1,A,P Durkin,18,8,10,4,6,8,9,5,0,0,0,0,1.571,3.4,6,1.55,3.5,6,1.55,3.5,4.8,1.571,3.25,5.5,1.53,3.4,6,1.53,3.4,6,1.550333333,3.408333333,5.716666667
13/12/2003,Man United,Man City,3,1,H,2,0,H,M Halsey,10,12,7,9,8,10,2,5,0,2,0,0,1.4,3.75,8.5,1.4,3.8,8.4,1.4,3.9,6,1.364,3.75,8,1.36,4.33,8.5,1.36,4,7.5,1.380666667,3.921666667,7.816666667
13/12/2003,Middlesbrough,Charlton,0,0,D,0,0,D,H Webb,12,10,6,3,13,11,3,7,1,1,0,0,2.1,3.25,3.2,2.1,3.2,3.3,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.1,3.2,3.1,2.1,3.183333333,3.116666667
13/12/2003,Newcastle,Tottenham,4,0,H,1,0,H,A Wiley,19,4,11,4,10,12,11,7,2,2,0,0,1.615,3.4,5.5,1.65,3.4,5.25,1.65,3.3,4.4,1.615,3.5,4.5,1.57,3.5,5,1.61,3.4,5,1.618333333,3.416666667,4.941666667
13/12/2003,Portsmouth,Everton,1,2,A,1,2,A,U Rennie,12,9,10,4,13,13,7,10,1,1,0,0,2.2,3.2,3,2.2,3.2,3,2.1,3.1,3,2.2,3.2,2.8,2.2,3.2,2.88,2.2,3.2,2.87,2.183333333,3.183333333,2.925
14/12/2003,Arsenal,Blackburn,1,0,H,1,0,H,A D'Urso,11,5,7,1,14,14,5,6,2,4,0,0,1.364,4.333,7.5,1.35,4.2,8.35,1.4,3.9,6,1.333,4,8,1.36,4.33,8.5,1.33,4.33,7.5,1.356166667,4.182166667,7.641666667
14/12/2003,Aston Villa,Wolves,3,2,H,2,1,H,G Poll,11,8,8,5,12,14,4,6,3,4,0,0,1.727,3.4,4.5,1.75,3.3,4.6,1.8,3.1,3.8,1.727,3.2,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.722333333,3.3,4.372166667
14/12/2003,Leeds,Fulham,3,2,H,1,0,H,N Barry,14,10,11,7,17,11,6,5,2,1,0,0,2.5,3.2,2.6,2.26,3.25,2.85,2.4,3.1,2.5,2.5,3.2,2.5,2.38,3.3,2.8,2.37,3.2,2.62,2.401666667,3.208333333,2.645
20/12/2003,Blackburn,Aston Villa,0,2,A,0,0,D,D Gallagher,12,15,5,7,7,11,9,1,1,0,0,0,1.909,3.3,4,1.87,3.25,3.9,1.75,3.2,4,1.8,3.2,4,1.83,3.25,3.75,1.9,3.2,3.6,1.843166667,3.233333333,3.875
20/12/2003,Bolton,Arsenal,1,1,D,0,0,D,G Poll,19,9,13,4,11,13,8,1,2,2,0,0,5,3.6,1.667,4.5,3.5,1.7,4.2,3.2,1.7,4.333,3.4,1.667,5,3.4,1.62,4.5,3.4,1.66,4.588833333,3.416666667,1.669
20/12/2003,Charlton,Newcastle,0,0,D,0,0,D,S Bennett,18,11,10,5,11,9,7,9,0,0,0,0,2.875,3.3,2.375,2.7,3.25,2.4,2.6,3,2.4,2.4,3.25,2.5,2.62,3.2,2.38,2.6,3.2,2.4,2.6325,3.2,2.409166667
20/12/2003,Everton,Leicester,3,2,H,1,1,D,P Dowd,15,6,8,4,13,18,11,7,2,3,0,0,1.8,3.4,4,1.75,3.35,4.35,1.75,3.1,4.2,1.727,3.2,4.333,1.73,3.25,4.33,1.72,3.25,4.33,1.746166667,3.258333333,4.257166667
20/12/2003,Fulham,Chelsea,0,1,A,0,0,D,M Riley,7,11,2,9,11,10,2,8,2,3,0,0,4.5,3.4,1.8,4.3,3.3,1.78,3.6,3.1,1.85,3.75,3.25,1.8,4.33,3.25,1.73,4.33,3.25,1.72,4.135,3.258333333,1.78
21/12/2003,Southampton,Portsmouth,3,0,H,1,0,H,J Winter,12,11,7,7,7,21,8,5,0,3,0,0,1.727,3.4,5,1.75,3.35,4.35,1.75,3.1,4.2,1.667,3.25,4.5,1.73,3.4,4.75,1.8,3.25,4,1.737333333,3.291666667,4.466666667
21/12/2003,Tottenham,Man United,1,2,A,0,2,A,R Styles,14,12,8,7,12,8,7,8,2,2,0,0,5.5,3.6,1.615,4.65,3.4,1.7,4.4,3.3,1.65,4.5,3.5,1.615,5.5,3.6,1.62,4.5,3.4,1.66,4.841666667,3.466666667,1.643333333
22/12/2003,Man City,Leeds,1,1,D,0,1,A,G Barber,19,6,11,4,7,8,8,5,0,3,0,0,1.909,3.3,4,1.9,3.3,3.75,2,3.1,3.2,2,3.4,3,1.91,3.4,3.75,2,3.25,3.25,1.953166667,3.291666667,3.491666667
26/12/2003,Arsenal,Wolves,3,0,H,2,0,H,P Dowd,15,5,10,1,15,17,14,3,2,5,0,0,1.167,6.5,15,1.15,6,16,1.2,5,10,1.167,5.5,12,1.14,6,15,1.14,6,15,1.160666667,5.833333333,13.83333333
26/12/2003,Birmingham,Man City,2,1,H,0,1,A,U Rennie,5,9,3,5,18,14,9,3,2,1,0,0,2.25,3.25,3.1,2.2,3.3,2.95,2.2,3,2.9,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2.158333333,3.208333333,2.991666667
26/12/2003,Blackburn,Middlesbrough,2,2,D,1,1,D,A Wiley,13,5,10,3,11,10,14,1,2,1,0,0,2.25,3.25,3.1,2.25,3.2,3,2.1,3.1,3,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.87,2.183333333,3.191666667,2.975
26/12/2003,Charlton,Chelsea,4,2,H,2,1,H,G Poll,8,15,4,8,14,10,8,6,1,1,0,0,5.5,3.4,1.667,4.95,3.4,1.67,4,3.2,1.75,4.5,3.25,1.667,5,3.6,1.67,5,3.4,1.61,4.825,3.375,1.672333333
26/12/2003,Fulham,Southampton,2,0,H,1,0,H,D Gallagher,14,6,7,2,13,12,11,5,0,2,0,0,2.2,3.25,3.2,2.2,3.2,3.1,2,3.1,3.2,2.1,3.2,3,2.1,3.25,3,2,3.25,3.25,2.1,3.208333333,3.125
26/12/2003,Leeds,Aston Villa,0,0,D,0,0,D,S Bennett,6,13,3,4,15,13,7,5,0,2,0,0,2.3,3.25,3,2.25,3.25,2.9,2.1,3,3.1,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.208333333,3.191666667,2.916666667
26/12/2003,Leicester,Newcastle,1,1,D,0,0,D,C Foy,6,12,5,6,11,10,6,7,0,0,0,0,3.25,3.4,2.1,3.4,3.3,2,3.2,3.1,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.258333333,3.25,2.016666667
26/12/2003,Liverpool,Bolton,3,1,H,1,0,H,J Winter,13,7,8,2,10,18,7,1,0,2,0,0,1.667,3.6,5,1.65,3.45,5.2,1.6,3.4,4.6,1.667,3.25,4.5,1.67,3.4,4.5,1.61,3.4,5,1.644,3.416666667,4.8
26/12/2003,Man United,Everton,3,2,H,2,1,H,M Dean,19,10,11,6,8,10,7,2,0,2,0,0,1.25,5.5,10,1.25,5.25,10,1.22,4.8,9.5,1.222,5,10,1.25,5.5,10,1.22,5,10,1.235333333,5.175,9.916666667
26/12/2003,Portsmouth,Tottenham,2,0,H,0,0,D,S Dunn,10,5,8,3,10,10,3,6,1,1,0,0,2.5,3.25,2.7,2.45,3.25,2.65,2.4,3,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.4,3.2,2.6,2.441666667,3.191666667,2.591666667
28/12/2003,Aston Villa,Fulham,3,0,H,1,0,H,B Knight,12,9,8,3,17,7,8,3,0,0,0,0,2.2,3.25,3.2,2.2,3.2,3.05,2.1,3,3.1,2,3.2,3.2,2.2,3.25,2.88,2.2,3.1,3,2.15,3.166666667,3.071666667
28/12/2003,Bolton,Leicester,2,2,D,1,1,D,N Barry,15,7,8,6,16,17,3,7,1,2,0,0,1.8,3.4,4.5,1.75,3.3,4.5,1.8,3.1,3.8,1.73,3.2,4.33,1.67,3.2,5,1.73,3.25,4.33,1.746666667,3.241666667,4.41
28/12/2003,Chelsea,Portsmouth,3,0,H,0,0,D,G Barber,15,7,8,3,8,14,7,1,0,0,0,0,1.25,5.5,11,1.25,5,10,1.22,4.8,9.5,1.22,5,10,1.22,5,10,1.22,5,10,1.23,5.05,10.08333333
28/12/2003,Everton,Birmingham,1,0,H,0,0,D,R Styles,16,5,6,2,7,13,5,2,0,0,0,0,2.1,3.25,3.4,2.1,3.25,3.2,1.9,3.1,3.5,1.83,3.2,3.75,2,3.25,3.25,2,3.25,3.25,1.988333333,3.216666667,3.391666667
28/12/2003,Man City,Liverpool,2,2,D,1,0,H,M Riley,16,11,8,9,6,14,7,7,1,2,0,0,2.87,3.25,2.37,2.7,3.2,2.4,2.9,3,2.2,2.6,3.2,2.38,2.75,3.2,2.25,2.62,3.2,2.38,2.74,3.175,2.33
28/12/2003,Middlesbrough,Man United,0,1,A,0,1,A,M Messias,11,10,2,6,11,15,4,2,3,2,0,1,5,3.6,1.66,5.25,3.3,1.65,4.4,3.3,1.65,4.5,3.25,1.67,5.5,3.4,1.67,5,3.4,1.62,4.941666667,3.375,1.653333333
28/12/2003,Newcastle,Blackburn,0,1,A,0,0,D,M Halsey,15,11,11,3,6,13,8,8,0,1,0,0,1.61,3.6,5.5,1.65,3.4,5,1.6,3.4,4.6,1.57,3.5,5,1.67,3.6,5,1.62,3.4,5,1.62,3.483333333,5.016666667
28/12/2003,Tottenham,Charlton,0,1,A,0,0,D,P Durkin,18,10,9,8,8,13,11,11,1,0,0,0,2.3,3.25,3,2.2,3.25,3,2.3,3,2.7,2.2,3.2,2.8,2.25,3.2,2.75,2.2,3.2,2.88,2.241666667,3.183333333,2.855
28/12/2003,Wolves,Leeds,3,1,H,1,1,D,A D'Urso,11,9,4,4,11,14,6,10,1,4,0,1,2.62,3.25,2.6,2.52,3.25,2.52,2.7,3,2.3,2.6,3.2,2.38,2.62,3.2,2.38,2.5,3.2,2.5,2.593333333,3.183333333,2.446666667
29/12/2003,Southampton,Arsenal,0,1,A,0,1,A,S Dunn,6,17,3,9,14,10,2,3,1,0,0,0,4.5,3.6,1.72,4.7,3.35,1.72,4,3.2,1.75,4.33,3.2,1.73,4.75,3.4,1.73,4.33,3.25,1.73,4.435,3.333333333,1.73
06/01/2004,Aston Villa,Portsmouth,2,1,H,1,0,H,J Winter,18,11,13,4,17,14,9,6,0,0,0,0,1.66,3.4,5.5,1.7,3.3,4.85,1.7,3.2,4.2,1.57,3.25,5.5,1.62,3.6,5.5,1.62,3.4,5,1.645,3.358333333,5.091666667
07/01/2004,Bolton,Man United,1,2,A,0,2,A,D Gallagher,15,11,5,7,4,8,10,6,2,0,0,0,6.5,3.5,1.57,5.6,3.5,1.57,4.6,3.4,1.6,5.5,3.5,1.53,6,3.5,1.5,5.5,3.5,1.53,5.616666667,3.483333333,1.55
07/01/2004,Chelsea,Liverpool,0,1,A,0,1,A,S Dunn,9,4,2,1,15,9,8,3,0,2,0,1,1.8,3.4,4.5,1.75,3.3,4.5,1.7,3.2,4.2,1.73,3.4,4,1.73,3.4,4.75,1.75,3.25,4.2,1.743333333,3.325,4.358333333
07/01/2004,Everton,Arsenal,1,1,D,0,1,A,A Wiley,8,9,4,5,13,16,5,4,0,3,0,0,5.5,3.4,1.66,5,3.45,1.65,4.4,3.3,1.65,5,3.25,1.62,5,3.6,1.57,4.5,3.4,1.67,4.9,3.4,1.636666667
07/01/2004,Man City,Charlton,1,1,D,1,0,H,P Walton,18,9,10,4,9,11,2,2,0,0,0,0,2.3,3.25,3,2.25,3.25,2.9,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.841666667
07/01/2004,Middlesbrough,Fulham,2,1,H,1,0,H,P Durkin,10,9,5,4,14,17,9,1,1,2,0,0,2.2,3.25,3.2,2.2,3.25,3,2.2,3,2.9,2.2,3,3,2.1,3.1,3.2,2.2,3.1,3,2.183333333,3.116666667,3.05
07/01/2004,Newcastle,Leeds,1,0,H,1,0,H,P Dowd,13,9,6,5,14,17,5,3,0,1,0,0,1.53,3.6,7,1.55,3.5,6,1.55,3.5,4.8,1.5,3.4,6,1.44,3.75,6.5,1.53,3.4,6,1.516666667,3.525,6.05
07/01/2004,Southampton,Leicester,0,0,D,0,0,D,H Webb,14,9,14,8,12,15,4,5,2,1,0,0,1.8,3.4,4.5,1.7,3.3,4.85,1.7,3.2,4.2,1.73,3.2,4.33,1.67,3.4,4.5,1.73,3.25,4.33,1.721666667,3.291666667,4.451666667
07/01/2004,Tottenham,Birmingham,4,1,H,3,0,H,B Knight,11,9,7,3,15,6,1,6,0,0,0,0,2.2,3.25,3.2,2.2,3.25,3,2,3.1,3.2,2.2,3.2,2.8,2.25,3.25,2.75,2.1,3.25,3,2.158333333,3.216666667,2.991666667
07/01/2004,Wolves,Blackburn,2,2,D,0,1,A,N Barry,10,9,5,5,13,20,2,7,1,1,0,0,2.87,3.25,2.4,2.65,3.25,2.42,2.6,3.1,2.3,2.5,3.25,2.4,2.62,3.2,2.38,2.62,3.2,2.38,2.643333333,3.208333333,2.38
10/01/2004,Arsenal,Middlesbrough,4,1,H,2,0,H,A D'Urso,20,5,13,4,12,21,7,3,1,1,0,0,1.28,5,10,1.27,5,10,1.25,4.5,9,1.22,5,10,1.22,5,10,1.25,5,9,1.248333333,4.916666667,9.666666667
10/01/2004,Birmingham,Southampton,2,1,H,1,1,D,S Bennett,11,9,6,6,14,23,7,10,0,1,0,1,2.1,3.25,3.4,2.2,3.2,3.05,2.2,3,2.9,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2.133333333,3.175,3.091666667
10/01/2004,Blackburn,Bolton,3,4,A,3,2,H,S Dunn,8,16,3,10,15,13,4,7,2,3,0,0,2.1,3.25,3.4,2.05,3.1,3.5,2,3,3.3,1.91,3.25,3.4,2,3.25,3.25,2,3.25,3.25,2.01,3.183333333,3.35
10/01/2004,Charlton,Wolves,2,0,H,1,0,H,R Styles,10,7,4,4,6,12,6,5,1,3,0,0,1.57,3.5,6.5,1.57,3.5,6,1.6,3.4,4.6,1.53,3.5,5.5,1.5,3.5,6,1.53,3.5,5.5,1.55,3.483333333,5.683333333
10/01/2004,Fulham,Everton,2,1,H,1,0,H,G Poll,14,11,10,5,19,9,5,7,0,0,0,0,2.1,3.25,3.4,2.05,3.25,3.4,1.85,3.1,3.6,1.8,3.25,3.75,2,3.25,3.25,1.91,3.25,3.5,1.951666667,3.225,3.483333333
10/01/2004,Leeds,Tottenham,0,1,A,0,0,D,M Halsey,7,15,1,8,17,13,4,5,0,1,0,0,2.5,3.25,2.7,2.3,3.2,2.85,2.2,3,2.9,2.1,3.2,3,2.38,3.2,2.62,2.25,3.2,2.8,2.288333333,3.175,2.811666667
10/01/2004,Liverpool,Aston Villa,1,0,H,1,0,H,G Barber,12,8,4,2,14,15,3,6,3,2,0,0,1.66,3.4,5.5,1.65,3.4,5.25,1.65,3.3,4.4,1.62,3.25,5,1.62,3.4,5,1.62,3.4,5,1.636666667,3.358333333,5.025
10/01/2004,Portsmouth,Man City,4,2,H,1,2,A,M Messias,11,15,8,6,7,8,2,7,0,2,0,0,2.5,3.25,2.7,2.4,3.25,2.7,2.3,3,2.7,2.2,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.7,2.325,3.2,2.716666667
11/01/2004,Leicester,Chelsea,0,4,A,0,2,A,U Rennie,6,11,3,6,17,7,6,2,0,1,0,0,6,3.5,1.61,6,3.5,1.55,4.4,3.3,1.65,5,3.5,1.57,5.5,3.75,1.57,5.5,3.5,1.53,5.4,3.508333333,1.58
11/01/2004,Man United,Newcastle,0,0,D,0,0,D,P Durkin,12,7,7,3,13,11,2,3,2,0,0,0,1.44,4,7.5,1.47,3.75,7,1.4,3.9,6,1.36,3.75,8,1.44,4,7.5,1.4,3.75,7.5,1.418333333,3.858333333,7.25
17/01/2004,Bolton,Portsmouth,1,0,H,0,0,D,P Dowd,13,8,6,3,9,13,2,2,1,1,0,1,1.83,3.25,4.5,1.8,3.2,4.35,1.8,3.1,3.8,1.67,3.25,4.5,1.73,3.25,4.33,1.83,3.3,3.75,1.776666667,3.225,4.205
17/01/2004,Everton,Charlton,0,1,A,0,1,A,M Riley,17,7,7,4,6,14,10,5,4,2,0,0,2.25,3.25,3.1,2.2,3.25,3,2.1,3,3.1,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.88,2.175,3.183333333,2.993333333
17/01/2004,Man City,Blackburn,1,1,D,0,0,D,M Dean,10,6,7,3,7,13,4,2,2,1,0,0,2.1,3.25,3.4,2.1,3.2,3.2,2.1,3,3.1,2.1,3.2,3,2.1,3.25,3,2.2,3.2,2.88,2.116666667,3.183333333,3.096666667
17/01/2004,Middlesbrough,Leicester,3,3,D,1,0,H,B Knight,13,14,7,8,15,12,6,6,2,5,0,0,1.72,3.3,5,1.8,3.2,4.35,1.8,3.1,3.8,1.67,3.25,4.5,1.67,3.4,4.5,1.8,3.25,4,1.743333333,3.25,4.358333333
17/01/2004,Southampton,Leeds,2,1,H,2,0,H,A Wiley,18,11,6,6,16,8,1,6,1,1,0,0,1.72,3.3,5,1.65,3.4,5.1,1.7,3.2,4.2,1.62,3.5,4.5,1.57,3.5,5,1.67,3.4,4.5,1.655,3.383333333,4.716666667
17/01/2004,Tottenham,Liverpool,2,1,H,1,0,H,U Rennie,7,10,3,4,18,9,5,6,1,1,0,0,2.87,3.25,2.37,2.85,3.2,2.3,2.8,3.1,2.2,2.6,3.2,2.38,2.75,3.2,2.3,2.75,3.2,2.3,2.77,3.191666667,2.308333333
17/01/2004,Wolves,Man United,1,0,H,0,0,D,A D'Urso,11,15,6,6,13,5,4,12,2,0,0,0,8.5,4.5,1.36,8,4.35,1.35,6,3.9,1.4,8,3.75,1.36,9,4.5,1.33,7.5,4,1.36,7.833333333,4.166666667,1.36
18/01/2004,Aston Villa,Arsenal,0,2,A,0,1,A,M Halsey,12,13,5,9,17,21,3,2,4,1,0,0,5.5,3.4,1.66,5,3.25,1.7,3.8,3.1,1.8,4.5,3.25,1.67,5,3.6,1.67,4.33,3.25,1.73,4.688333333,3.308333333,1.705
18/01/2004,Chelsea,Birmingham,0,0,D,0,0,D,J Winter,16,2,9,1,13,8,6,2,2,2,0,0,1.3,4.5,12,1.3,4.5,9.4,1.3,4.2,8,1.3,4.33,8,1.29,4.75,11,1.3,4.33,8.5,1.298333333,4.435,9.483333333
19/01/2004,Newcastle,Fulham,3,1,H,2,0,H,N Barry,10,13,9,6,10,8,7,4,0,1,0,0,1.66,3.4,5.5,1.62,3.45,5.4,1.65,3.3,4.4,1.62,3.5,4.5,1.57,3.6,6,1.62,3.4,5,1.623333333,3.441666667,5.133333333
21/01/2004,Wolves,Liverpool,1,1,D,0,1,A,B Knight,9,14,6,10,14,16,7,5,2,1,0,0,4.5,3.4,1.8,4.3,3.25,1.8,3.6,3.1,1.85,4,3.2,1.8,4.5,3.25,1.73,4,3.25,1.8,4.15,3.241666667,1.796666667
31/01/2004,Birmingham,Newcastle,1,1,D,0,1,A,R Styles,15,4,5,2,13,11,2,3,1,3,0,0,2.7,3.25,2.5,2.6,3.2,2.5,2.7,2.9,2.4,2.6,3.2,2.375,2.75,3.25,2.25,2.7,3.1,2.37,2.675,3.15,2.399166667
31/01/2004,Charlton,Bolton,1,2,A,1,1,D,A D'Urso,14,14,7,10,9,9,5,6,0,0,0,0,1.8,3.3,4.5,1.85,3.3,4,1.85,3.1,3.6,1.727,3.2,4.333,1.8,3.25,4,1.8,3.25,4,1.8045,3.233333333,4.072166667
31/01/2004,Fulham,Tottenham,2,1,H,1,1,D,M Messias,16,4,10,4,6,12,10,13,1,1,0,0,2.375,3.25,2.875,2.3,3.25,2.85,2.1,3,3.1,2.2,3.2,2.8,2.25,3.25,2.75,2.2,3.2,2.87,2.2375,3.191666667,2.874166667
31/01/2004,Leeds,Middlesbrough,0,3,A,0,0,D,G Poll,8,15,4,6,14,6,7,6,1,1,1,0,2.5,3.25,2.7,2.45,3.2,2.65,2.4,3.2,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.475,3.216666667,2.525
31/01/2004,Leicester,Aston Villa,0,5,A,0,0,D,J Winter,13,14,9,10,12,7,5,9,0,1,0,0,2.5,3.25,2.7,2.45,3.2,2.65,2.3,2.8,2.9,2.4,3.25,2.5,2.38,3.2,2.62,2.37,3.1,2.7,2.4,3.133333333,2.678333333
31/01/2004,Liverpool,Everton,0,0,D,0,0,D,S Bennett,21,6,9,4,7,11,8,3,0,1,0,0,1.727,3.4,5,1.72,3.35,4.75,1.75,3.2,4,1.727,3.2,4.333,1.62,3.4,5,1.66,3.4,4.5,1.700666667,3.325,4.597166667
31/01/2004,Man United,Southampton,3,2,H,2,1,H,G Barber,12,17,7,11,9,11,1,10,0,2,0,0,1.25,5.5,10,1.26,5,10,1.25,4.5,9,1.25,4.5,10,1.27,5,11,1.25,4.75,10,1.255,4.875,10
31/01/2004,Portsmouth,Wolves,0,0,D,0,0,D,H Webb,17,8,10,4,9,6,6,6,0,1,0,0,1.909,3.25,4,1.9,3.3,3.75,1.85,3.1,3.6,1.727,3.4,4,1.91,3.25,3.6,1.83,3.3,3.75,1.854333333,3.266666667,3.783333333
01/02/2004,Arsenal,Man City,2,1,H,1,0,H,A Wiley,11,9,9,8,13,13,5,4,2,2,0,1,1.25,5.5,10,1.26,5,10,1.22,4.8,9.5,1.2,5,11,1.25,5.5,10,1.25,4.75,10,1.238333333,5.091666667,10.08333333
01/02/2004,Blackburn,Chelsea,2,3,A,1,2,A,D Gallagher,13,17,7,9,9,14,5,6,2,0,0,0,4.5,3.3,1.8,4.25,3.25,1.8,3.8,3.1,1.8,4.5,3.25,1.667,4.33,3.4,1.8,4.33,3.25,1.72,4.285,3.258333333,1.7645
07/02/2004,Aston Villa,Leeds,2,0,H,1,0,H,U Rennie,15,7,7,4,15,16,3,10,2,2,0,0,1.615,3.4,6,1.6,3.4,5.5,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.53,3.6,5.5,1.549166667,3.466666667,5.633333333
07/02/2004,Bolton,Liverpool,2,2,D,1,0,H,A Wiley,12,11,6,6,15,15,3,5,3,2,0,0,3.1,3.2,2.25,2.9,3.25,2.25,2.8,2.9,2.3,2.8,3.2,2.2,2.8,3.25,2.2,2.8,3.2,2.25,2.866666667,3.166666667,2.241666667
07/02/2004,Everton,Man United,3,4,A,0,3,A,N Barry,12,19,8,9,11,14,7,7,1,0,0,0,5.5,3.6,1.615,5.25,3.5,1.61,4.6,3.4,1.6,5,3.5,1.571,5,3.4,1.62,5,3.4,1.61,5.058333333,3.466666667,1.604333333
07/02/2004,Middlesbrough,Blackburn,0,1,A,0,1,A,R Styles,15,6,7,2,6,12,8,3,0,1,0,0,1.909,3.25,4,1.95,3.25,3.6,2,3.1,3.2,1.8,3.25,3.75,1.91,3.25,3.5,2,3.25,3.25,1.928166667,3.225,3.55
07/02/2004,Newcastle,Leicester,3,1,H,2,0,H,S Dunn,15,7,9,3,17,11,9,1,1,2,0,0,1.4,4.333,7.5,1.42,3.75,8,1.4,3.9,6,1.364,3.75,8,1.36,3.75,8.5,1.4,3.75,7.5,1.390666667,3.872166667,7.583333333
07/02/2004,Southampton,Fulham,0,0,D,0,0,D,A D'Urso,11,11,6,8,12,18,17,3,1,2,0,0,2.1,3.25,3.4,2,3.3,3.3,1.9,3.1,3.5,1.909,3.25,3.4,2.1,3.25,3,2.1,3.2,3.1,2.018166667,3.225,3.283333333
07/02/2004,Tottenham,Portsmouth,4,3,H,2,1,H,P Walton,15,16,13,9,16,13,6,5,1,0,0,0,1.667,3.4,5.5,1.65,3.4,5,1.7,3.2,4.2,1.615,3.5,4.5,1.62,3.4,5,1.61,3.4,5,1.643666667,3.383333333,4.866666667
07/02/2004,Wolves,Arsenal,1,3,A,1,1,D,P Dowd,12,10,5,7,18,18,6,4,2,1,0,0,9,4,1.4,7.5,4,1.4,5.4,3.8,1.45,7,3.75,1.4,8.5,4,1.33,7.5,3.75,1.4,7.483333333,3.883333333,1.396666667
08/02/2004,Chelsea,Charlton,1,0,H,1,0,H,S Bennett,16,5,6,0,9,17,4,3,2,0,0,0,1.364,4.333,9,1.4,3.9,7.8,1.4,3.9,6,1.333,4,8,1.33,4.75,8.5,1.36,3.75,8.5,1.3645,4.1055,7.966666667
08/02/2004,Man City,Birmingham,0,0,D,0,0,D,P Durkin,21,7,12,2,11,10,11,5,0,1,0,0,2,3.4,3.5,2.15,3.25,3.05,2,3.1,3.2,2.2,3.25,2.75,2.1,3.25,3.4,2.1,3.25,3,2.091666667,3.25,3.15
10/02/2004,Arsenal,Southampton,2,0,H,1,0,H,N Barry,11,10,6,6,13,12,5,9,2,3,0,0,1.25,5,13,1.23,5.25,11,1.22,4.8,9.5,1.25,4.5,10,1.22,5,10,1.25,5,9,1.236666667,4.925,10.41666667
10/02/2004,Leeds,Wolves,4,1,H,2,1,H,M Dean,20,11,8,5,15,14,4,3,1,2,0,0,2.1,3.25,3.4,2.15,3.25,3.1,2,3.2,3.1,2.1,3.2,3,2.1,3.25,3,2.1,3.25,3,2.091666667,3.233333333,3.1
10/02/2004,Leicester,Bolton,1,1,D,1,1,D,U Rennie,15,9,15,9,16,13,8,7,1,2,0,0,2.7,3.25,2.5,2.65,3.25,2.4,2.5,3,2.5,2.38,3.2,2.6,2.75,3.3,2.4,2.6,3.2,2.4,2.596666667,3.2,2.466666667
11/02/2004,Birmingham,Everton,3,0,H,2,0,H,M Halsey,15,5,11,3,10,14,8,11,1,0,0,0,2.1,3.25,3.4,2.05,3.25,3.35,2,3.1,3.2,2.1,3.2,3,2,3.25,3.25,2,3.25,3.25,2.041666667,3.216666667,3.241666667
11/02/2004,Blackburn,Newcastle,1,1,D,0,0,D,M Messias,17,14,7,7,12,10,8,6,0,0,0,0,2.87,3.25,2.37,2.7,3.2,2.4,2.5,3,2.5,2.8,3.2,2.2,2.62,3.2,2.38,2.62,3.2,2.38,2.685,3.175,2.371666667
